Coin,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
PURR/USDC,Extreme Greed,1480,8,1,645545.6,436.17945945945945,77506.588413,468.530004,77038.058409,713,48.58108108108108,97.75596072931276,108.70489258485274,17.294229,119.3379033316934
PYTH,Fear,11,1,1,11950.72,1086.4290909090907,0.0,0.597532,-0.597532,0,0.0,,,,-0.049999665292133025
PYTH,Neutral,74,3,1,96435.73,1303.1855405405404,593.672754,26.335979000000002,567.336775,33,44.5945945945946,100.0,17.990083454545456,5.383032,5.883055740854557
PYTH,Greed,58,2,1,296371.17,5109.847758620689,1118.5681419999999,74.114928,1044.4532140000001,26,44.827586206896555,61.53846153846154,43.02185161538461,74.8399215,3.524139051716806
PYTH,Extreme Greed,6,1,1,14883.130000000001,2480.521666666667,111.878376,5.209091,106.669285,3,50.0,100.0,37.292792,32.047056,7.167127143282361
RENDER,Extreme Fear,10,1,1,4546.7300000000005,454.67300000000006,4.36749,1.591351,2.776139,1,10.0,100.0,4.36749,4.36749,0.6105792514620397
RENDER,Fear,49,2,1,100873.41,2058.6410204081635,2031.170722,23.934081,2007.236641,32,65.3061224489796,93.75,63.4740850625,7.701911,19.898570307080924
RENDER,Neutral,3,1,1,1314.07,438.0233333333333,15.62623,0.459924,15.166305999999999,2,66.66666666666666,100.0,7.813115,7.813115,11.541474959477044
RENDER,Greed,19,2,1,14360.22,755.801052631579,82.31715,4.648282,77.668868,9,47.368421052631575,88.88888888888889,9.14635,4.986716,5.408612681421316
RENDER,Extreme Greed,153,3,1,109995.7,718.9261437908497,3966.776664,31.771034,3935.00563,82,53.59477124183007,100.0,48.375325170731706,17.3197475,35.77417689964244
REQ,Fear,19,1,1,2277.65,119.8763157894737,4.947336,0.511849,4.435486999999999,13,68.42105263157895,100.0,0.3805643076923077,0.265664,1.9473962197879389
REZ,Fear,28,2,1,12262.95,437.96250000000003,163.08528,3.892454,159.192826,18,64.28571428571429,77.77777777777779,9.060293333333334,6.13353,12.98160931912794
RLB,Neutral,2,1,1,995.38,497.69,0.0,0.248844,-0.248844,0,0.0,,,,-0.24999899535855657
RLB,Greed,2,1,1,919.42,459.71,75.947736,0.229856,75.71788000000001,2,100.0,100.0,37.973868,37.973868,82.3539622805682
RNDR,Greed,125,2,1,411179.18,3289.43344,9732.632186,0.840608,9731.791578,99,78.4,100.0,98.30941602020202,15.181,23.66800667777002
RNDR,Extreme Greed,51,1,1,208613.18000000002,4090.454509803922,3833.690372,-0.866649,3834.557021,47,92.15686274509804,100.0,81.56788025531915,30.261469,18.38118291950681
RSR,Fear,26,1,1,19222.63,739.3319230769231,160.127816,6.237669,153.890147,19,73.07692307692307,100.0,8.427779789473684,3.1051,8.005675966295977
RSR,Extreme Greed,6,1,1,354.61,59.10166666666667,5.303512,0.124111,5.179401,4,66.66666666666666,75.0,1.325878,0.875557,14.60590789881842
RUNE,Extreme Fear,59,1,1,196161.88999999998,3324.7777966101694,3843.26048,33.838135,3809.422345,57,96.61016949152543,100.0,67.42562245614035,33.0858,19.419788140295754
RUNE,Fear,3,1,1,552.71,184.23666666666668,2.5769399999999996,0.185708,2.3912319999999996,3,100.0,66.66666666666666,0.8589799999999999,4.316088,4.326377304553924
RUNE,Neutral,5,1,1,3310.7799999999997,662.156,27.598647999999997,1.112417,26.486231,2,40.0,50.0,13.799323999999999,13.799323999999999,7.999997281607356
RUNE,Greed,182,4,1,403701.28,2218.1389010989014,1328.8252109999999,51.553167,1277.2720439999998,117,64.28571428571429,74.35897435897436,11.357480435897434,6.35794,3.1639038746669312
RUNE,Extreme Greed,73,2,1,68623.72,940.0509589041096,1042.127844,6.921767,1035.206077,39,53.42465753424658,94.87179487179486,26.72122676923077,13.11809,15.085251528188795
S,Extreme Fear,77,1,1,64421.55,836.6435064935065,-11474.72,6.184395,-11480.904395,77,100.0,0.0,-149.02233766233766,-88.4384,-178.21527726358647
S,Fear,63,2,1,158150.56999999998,2510.3265079365074,2832.0791200000003,25.34454,2806.7345800000003,37,58.730158730158735,100.0,76.54267891891892,9.348,17.74723025026088
S,Neutral,4,1,1,1610.96,402.74,-2.204838,0.563832,-2.7686699999999997,2,50.0,0.0,-1.102419,-1.102419,-1.7186460247305952
SAND,Extreme Fear,7,1,1,3158.44,451.2057142857143,6.80157,1.105452,5.696117999999999,2,28.57142857142857,100.0,3.400785,3.400785,1.8034593026937344
SAND,Fear,38,1,1,22627.06,595.448947368421,414.817137,7.919458,406.897679,19,50.0,84.21052631578947,21.832480894736843,11.461638,17.982790473000026
SAND,Neutral,16,1,1,5901.7,368.85625,89.03839400000001,2.065585,86.972809,9,56.25,88.88888888888889,9.89315488888889,5.52318,14.736907840113867
SAND,Greed,47,1,1,18060.44,384.2646808510638,573.822965,6.321108,567.501857,14,29.78723404255319,92.85714285714286,40.98735464285714,5.543572,31.422371603349646
SAND,Extreme Greed,97,2,1,46081.02,475.0620618556701,1128.957861,15.012748,1113.945113,26,26.804123711340207,88.46153846153845,43.421456192307694,10.639966,24.173621004916992
SCR,Extreme Greed,32,1,1,49793.18,1556.036875,1612.97536,17.427599999999998,1595.5477600000002,21,65.625,100.0,76.80835047619047,65.41862,32.04349993312337
SEI,Fear,10,1,1,55413.16,5541.316000000001,8356.0,11.393263000000001,8344.606737,5,50.0,100.0,1671.2,756.652512,150.58889868399493
SEI,Neutral,151,3,1,878907.99,5820.582715231788,2524.55573,260.871724,2263.684006,129,85.43046357615894,92.24806201550388,19.570199457364343,3.6888,2.575564259007362
SEI,Greed,70,2,1,331904.51,4741.493,-922.781714,83.241784,-1006.023498,34,48.57142857142857,64.70588235294117,-27.14063864705882,4.1430615,-3.0310630548527344
SEI,Extreme Greed,4,1,1,49.34,12.335,0.00345,0.011838999999999999,-0.008389,2,50.0,50.0,0.001725,0.001725,-0.1700243210376976
SHIA,Neutral,2,1,1,502.75,251.375,0.0,0.125686,-0.125686,0,0.0,,,,-0.2499970164097464
SHIA,Greed,3,1,1,776.31,258.77,273.568643,0.19407400000000002,273.37456899999995,3,100.0,100.0,91.18954766666667,31.45837,352.1461387847638
SOL,Extreme Fear,1878,10,1,26241359.78,13973.03502662407,105179.504312,6070.595642,99108.90867,863,45.9531416400426,67.90266512166859,121.87659827578216,6.753491,3.7768206183254427
SOL,Fear,3914,15,1,51824505.65,13240.803691875319,741594.285928,11549.991673,730044.294255,2061,52.63157894736842,95.00242600679282,359.8225550354197,13.130484,14.086854955943029
SOL,Neutral,1400,12,1,16118744.79,11513.389135714286,303376.19465,3847.771386,299528.423264,810,57.85714285714286,90.12345679012346,374.5385119135803,31.076235,18.582614661771064
SOL,Greed,1586,10,1,22849528.78,14407.016885245903,451690.01397699997,4909.245028,446780.768949,507,31.904161412358135,89.74358974358975,890.907325398422,28.4719,19.55317211355638
SOL,Extreme Greed,1913,8,1,8040613.06,4203.143261892315,37715.928639,1578.700673,36137.227966,789,40.87820177731312,62.10392902408112,47.80219092395437,1.1859,4.49433739645718
SPX,Fear,14,1,1,77951.48,5567.962857142857,2057.209938,11.774767,2045.4351709999999,13,92.85714285714286,100.0,158.2469183076923,9.3548,26.23985036589427
SPX,Greed,49,2,1,209421.99,4273.918163265306,3490.225951,23.307536,3466.918415,42,85.71428571428571,100.0,83.10061788095238,39.28765,16.55470094138634
SPX,Extreme Greed,27,1,1,2053.04,76.03851851851852,65.39521,0.706053,64.68915700000001,17,62.96296296296296,88.23529411764706,3.84677705882353,2.741683,31.50896085804466
STG,Greed,7,1,1,10728.33,1532.6185714285714,179.54376000000002,-0.214564,179.758324,5,71.42857142857143,100.0,35.90875200000001,6.56135,16.755480489507683
STRK,Neutral,2,1,1,217.12,108.56,4.74515,0.075993,4.669157,2,100.0,100.0,2.372575,2.372575,21.50496039056743
STRK,Greed,18,2,1,80326.66,4462.5922222222225,-1608.81,9.158313999999999,-1617.968314,10,55.55555555555556,0.0,-160.881,-80.3217545,-20.14235764315359
STRK,Extreme Greed,28,2,1,2482.62,88.66499999999999,86.688835,0.868911,85.819924,19,67.85714285714286,100.0,4.562570263157895,2.427381,34.568288340543454
STX,Extreme Fear,28,1,1,25260.01,902.1432142857142,0.0,2.525988,-2.525988,0,0.0,,,,-0.09999948535253946
STX,Neutral,25,1,1,18543.98,741.7592,0.0,1.854387,-1.854387,0,0.0,,,,-0.09999940681558113
STX,Greed,2,1,1,1365.44,682.72,47.994885999999994,0.45878399999999997,47.53610199999999,2,100.0,100.0,23.997442999999997,23.997442999999997,34.81376113194281
STX,Extreme Greed,73,2,1,128705.58,1763.0901369863013,1535.891106,13.072028,1522.819078,51,69.86301369863014,100.0,30.11551188235294,5.76219,11.831803081109614
SUI,Extreme Fear,249,2,1,1318482.11,5295.108875502008,44788.991651,339.70478199999997,44449.286868999996,161,64.2570281124498,94.40993788819875,278.19249472670805,103.00829,33.71246870312104
SUI,Fear,318,4,1,1341882.96,4219.757735849056,26130.152572,311.725257,25818.427315,122,38.05031446540881,88.52459016393442,214.18157845901638,29.165893,19.240446510327548
SUI,Neutral,93,4,1,158251.98,1701.6341935483872,3459.360278,52.586434000000004,3406.773844,70,75.26881720430107,97.14285714285714,49.419432542857145,7.9305945,21.527527453368986
SUI,Greed,880,5,1,4158513.0,4725.582954545454,101637.557765,1127.54489,100510.012875,305,34.54545454545455,96.72131147540983,333.23789431147543,74.79864,24.16970029310958
SUI,Extreme Greed,439,5,1,804037.54,1831.5205922551254,23252.772656,171.644766,23081.12789,235,53.53075170842825,91.91489361702128,98.94796874893618,2.789496,28.706530157783426
SUPER,Neutral,2,1,1,213.96,106.98,7.114800000000001,0.07488500000000001,7.039915000000001,2,100.0,100.0,3.5574000000000003,3.5574000000000003,32.90294914937372
SUPER,Greed,7,1,1,879.04,125.57714285714285,7.091044,0.30766099999999996,6.783383,1,14.285714285714285,100.0,7.091044,7.091044,7.716808108846014
SUPER,Extreme Greed,1,1,1,200.37,200.37,20.992058,0.070128,20.92193,1,100.0,100.0,20.992058,20.992058,104.41647951290113
SUSHI,Neutral,6,2,1,2658.9100000000003,443.1516666666667,6.644702,0.730653,5.914049,3,50.0,100.0,2.2149006666666664,2.90272,2.2242381276538126
SUSHI,Greed,21,3,1,11952.81,569.1814285714286,278.313568,3.204787,275.108781,10,47.61904761904761,70.0,27.8313568,3.122668,23.016243126093364
SUSHI,Extreme Greed,79,2,1,32713.2,414.0911392405063,320.483655,10.517589,309.966066,32,40.50632911392405,75.0,10.01511421875,1.9661275,9.475259711676022
TAO,Extreme Fear,15,2,1,5749.09,383.2726666666667,0.0,0.501774,-0.501774,0,0.0,,,,-0.08727885630595451
TAO,Fear,151,4,1,398457.87,2638.7938410596025,12235.525408,60.579626,12174.945782,95,62.913907284768214,88.42105263157895,128.79500429473683,74.39256,30.555164544748486
TAO,Neutral,86,4,1,54609.47,634.9938372093023,-259.832604,8.795347,-268.627951,27,31.3953488372093,88.88888888888889,-9.623429777777778,2.403185,-4.919072662671877
TAO,Greed,736,4,1,1075316.43,1461.0277581521739,2374.233545,161.742417,2212.491128,469,63.722826086956516,87.84648187633263,5.062331652452026,0.86156,2.0575256420103245
TAO,Extreme Greed,94,3,1,159672.49,1698.6435106382978,2468.014121,26.637018,2441.377103,74,78.72340425531915,100.0,33.351542175675675,8.17335,15.28990437238124
TIA,Fear,34,2,1,69686.39,2049.5997058823527,8136.9878499999995,17.703926,8119.283924,25,73.52941176470588,92.0,325.479514,168.739714,116.51175967071907
TIA,Neutral,18,2,1,23904.26,1328.0144444444443,-2503.097638,1.66615,-2504.763788,12,66.66666666666666,0.0,-208.59146983333335,-61.255656,-104.78315530369903
TIA,Greed,116,6,1,450598.97,3884.4738793103447,4921.6745470000005,102.850699,4818.823848,36,31.03448275862069,97.22222222222221,136.71318186111114,12.53376,10.694262900778492
TIA,Extreme Greed,154,5,1,220661.61,1432.8675974025973,2465.9334949999998,53.520373,2412.413122,85,55.1948051948052,85.88235294117646,29.010982294117646,2.429028,10.932636275063887
TNSR,Extreme Fear,2,1,1,499.69,249.845,0.0,0.174888,-0.174888,0,0.0,,,,-0.3499929956573075
TNSR,Fear,20,1,1,7071.2699999999995,353.5635,87.77524299999999,2.474933,85.30031,6,30.0,100.0,14.629207166666665,12.812227,12.062940603314539
TNSR,Neutral,26,1,1,10232.54,393.5592307692308,198.35476400000002,3.581366,194.77339800000001,13,50.0,92.3076923076923,15.25805876923077,8.1432,19.034706729707384
TNSR,Greed,243,2,1,131277.13999999998,540.2351440329218,2974.547001,31.9166,2942.630401,129,53.086419753086425,99.2248062015504,23.05850388372093,6.47572,22.41540607146073
TNSR,Extreme Greed,402,1,1,266788.61,663.6532587064677,1845.5877580000001,82.086372,1763.501386,164,40.79601990049751,80.48780487804879,11.253583890243902,1.8306015,6.610107477976665
TON,Greed,7,2,1,20613.48,2944.782857142857,-17.947964,7.214548,-25.162512,5,71.42857142857143,0.0,-3.5895927999999997,-1.40304,-1.220682388417676
TON,Extreme Greed,23,2,1,33198.8,1443.4260869565219,-0.15074600000000027,11.61943,-11.770176000000001,15,65.21739130434783,26.666666666666668,-0.01004973333333335,-0.516384,-0.35453618805498993
TRUMP,Extreme Fear,181,5,1,879662.82,4860.015580110497,31638.043139999998,186.922913,31451.120227,75,41.43646408839779,98.66666666666667,421.8405752,29.175175,35.753608669057996
TRUMP,Fear,442,8,1,1499406.49,3392.322375565611,18920.459616,202.103997,18718.355619,133,30.09049773755656,93.98496240601504,142.25909485714286,18.2352,12.483843269879404
TRUMP,Neutral,337,5,1,1363596.76,4046.28118694362,20121.153242,369.945866,19751.207376,169,50.14836795252226,100.0,119.06007835502959,31.67559,14.484639414954314
TRUMP,Greed,510,8,1,1730002.47,3392.161705882353,-432914.836315,467.12591000000003,-433381.962225,369,72.35294117647058,39.56639566395664,-1173.2109385230353,-23.57559,-250.5094470905582
TRUMP,Extreme Greed,450,7,1,1876678.4000000001,4170.396444444445,-2589.7278620000006,503.646725,-3093.374587,213,47.333333333333336,73.70892018779342,-12.158346769953054,12.09042,-1.6483242877415754
TRX,Extreme Greed,80,1,1,73744.58,921.8072500000001,670.1615039999999,19.918613999999998,650.24289,25,31.25,44.0,26.806460159999997,-0.137172,8.817500757343794
TST,Neutral,98,1,1,410521.74,4188.997346938775,3535.1932920000004,44.086567,3491.106725,90,90.81632653061224,98.88888888888889,39.27992546666667,18.312195,8.504072707574512
TST,Greed,67,1,1,80236.79000000001,1197.5640298507465,-177.198923,11.249822,-188.448745,31,46.26865671641791,9.67741935483871,-5.716094290322581,-1.40316,-2.348657579646444
TURBO,Greed,34,2,1,44444.31,1307.185588235294,916.649485,5.394443,911.255042,27,79.41176470588235,100.0,33.94998092592593,7.863996,20.503300467483914
TURBO,Extreme Greed,49,2,1,139109.15,2838.962244897959,7623.480459,40.769413,7582.711046,30,61.224489795918366,90.0,254.11601530000002,15.626613,54.509074679846734
UNI,Extreme Fear,3,1,1,921.63,307.21,20.0475,0.322567,19.724932999999996,1,33.33333333333333,100.0,20.0475,20.0475,21.402225404988982
UNI,Fear,3,1,1,1469.76,489.92,28.81502,0.514415,28.300605,2,66.66666666666666,100.0,14.40751,14.40751,19.255255960156763
UNI,Neutral,9,2,1,4856.66,539.6288888888889,25.506432,1.4997770000000001,24.006655000000002,4,44.44444444444444,100.0,6.376608,6.268535999999999,4.9430380137790175
UNI,Greed,27,2,1,13002.05,481.55740740740737,313.182412,4.3460719999999995,308.83634,6,22.22222222222222,100.0,52.19706866666667,29.639362,23.75289588949435
UNI,Extreme Greed,19,3,1,24176.91,1272.4689473684211,-39.785359,7.979899,-47.765258,9,47.368421052631575,33.33333333333333,-4.420595444444444,-3.441666,-1.9756560288308143
UNIBOT,Greed,4,1,1,2333.2599999999998,583.3149999999999,325.055769,0.583313,324.472456,2,50.0,100.0,162.5278845,162.5278845,139.0639945826869
USTC,Neutral,2,1,1,926.28,463.14,73.721649,0.231568,73.490081,1,50.0,100.0,73.721649,73.721649,79.33894826618301
USTC,Greed,2,1,1,1259.56,629.78,259.617366,0.314888,259.302478,1,50.0,100.0,259.617366,259.617366,205.867507701102
USTC,Extreme Greed,46,1,1,8662.5,188.31521739130434,13.354154999999999,3.031841,10.322313999999999,24,52.17391304347826,83.33333333333334,0.5564231249999999,0.3159835,1.1916091197691197
USUAL,Extreme Fear,35,2,1,18469.48,527.6994285714286,-2638.808313,2.29851,-2641.106823,22,62.857142857142854,22.727272727272727,-119.94583240909091,-65.995,-142.9984397503341
USUAL,Fear,94,3,1,154681.7,1645.5500000000002,45893.103342,29.672382,45863.43096,92,97.87234042553192,54.347826086956516,498.83807980434784,1.6283539999999999,296.5019841390416
USUAL,Neutral,14,1,1,6938.77,495.6264285714286,697.075108,2.33141,694.743698,6,42.857142857142854,100.0,116.17918466666667,9.2779725,100.1249065756611
USUAL,Greed,220,5,1,349235.92,1587.436,19215.983896,84.130999,19131.852897,128,58.18181818181818,91.40625,150.1248741875,6.49411,54.78203071722978
USUAL,Extreme Greed,235,3,1,432863.5,1841.972340425532,6464.589204,58.555956,6406.033248,182,77.4468085106383,79.67032967032966,35.5197209010989,1.955,14.799199396576519
VINE,Fear,136,2,1,170889.04,1256.5370588235294,882.309695,31.423829,850.8858660000001,131,96.32352941176471,83.96946564885496,6.7351885114503816,2.67699,4.979171666012051
VINE,Neutral,571,2,1,456775.48,799.957057793345,3845.866111,83.625497,3762.240614,189,33.274956217162874,98.4126984126984,20.34849794179894,4.5804,8.236520519884298
VINE,Greed,99,2,1,48049.22,485.34565656565655,44.167294,5.525765,38.641529,19,19.19191919191919,100.0,2.3245944210526317,0.820512,0.8042072066934697
VINE,Extreme Greed,5,1,1,1014.21,202.842,4.9096079999999995,0.228856,4.680752,2,40.0,50.0,2.4548039999999998,2.4548039999999998,4.615170428215064
VIRTUAL,Extreme Fear,66,1,1,63812.12,966.850303030303,1943.08508,11.220965,1931.864115,40,59.09090909090909,100.0,48.577127000000004,27.664434,30.27425064392156
VIRTUAL,Fear,55,2,1,69175.85,1257.7427272727273,3729.922474,17.642666,3712.279808,44,80.0,100.0,84.77096531818182,27.78025,53.6643902171061
VIRTUAL,Neutral,20,3,1,18780.51,939.0255,33.341692,3.445673,29.896019000000003,5,20.0,60.0,6.6683384000000006,3.77276,1.5918640654593514
VIRTUAL,Greed,207,3,1,100091.11,483.53193236714975,-2174.803249,26.253608,-2201.056857,72,34.29951690821256,73.61111111111111,-30.205600680555555,2.8894,-21.990532995387902
VIRTUAL,Extreme Greed,222,4,1,1109730.66,4998.786756756756,16012.935511,341.460333,15671.475178,176,79.27927927927928,98.29545454545455,90.98258813068182,21.1343175,14.121872759647825
VVV,Fear,29,1,1,79931.08,2756.2441379310344,1001.414371,11.581687,989.832684,27,93.10344827586206,100.0,37.08942114814815,26.6219,12.383577001586866
VVV,Neutral,43,2,1,93088.77,2164.85511627907,655.000942,11.930278,643.070664,34,79.06976744186046,82.35294117647058,19.264733588235295,2.781104,6.908144387341244
VVV,Greed,13,1,1,40553.01,3119.462307692308,556.482105,5.749134,550.732971,12,92.3076923076923,100.0,46.373508750000006,32.664684,13.580569506431212
W,Fear,2,2,1,830.85,415.425,54.734555,0.286933,54.447622,1,50.0,100.0,54.734555,54.734555,65.53243305049045
W,Neutral,4,1,1,751.3000000000001,187.82500000000002,25.733387999999998,0.262949,25.470439,4,100.0,100.0,6.4333469999999995,6.092949,33.901822174896836
W,Greed,260,2,1,138055.27,530.9818076923076,1218.404228,42.299071,1176.105157,88,33.84615384615385,100.0,13.845502590909092,10.14916,8.519089180731745
W,Extreme Greed,326,2,1,167132.86,512.6774846625766,294.885312,46.529959,248.355353,113,34.66257668711656,98.23008849557522,2.6096045309734515,1.472175,1.4859756064725993
WCT,Fear,47,1,1,58468.89,1244.0189361702128,1531.72532,5.613056,1526.112264,26,55.319148936170215,100.0,58.91251230769231,42.941,26.101269649552098
WIF,Extreme Fear,1,1,1,221.42,221.42,0.0,0.077496,-0.077496,0,0.0,,,,-0.3499954836961431
WIF,Fear,14,2,1,10925.94,780.4242857142857,-3326.846599,2.151482,-3328.998081,9,64.28571428571429,22.22222222222222,-369.6496221111111,-173.485,-304.68756747703173
WIF,Neutral,16,2,1,19450.36,1215.6475,105.858215,4.29302,101.565195,5,31.25,100.0,21.171643,20.0027,5.221764275828313
WIF,Greed,99,2,1,73831.07,745.7683838383839,743.307147,25.009614,718.2975329999999,29,29.292929292929294,89.65517241379311,25.631280931034482,12.727815,9.728932995282337
WIF,Extreme Greed,159,2,1,483746.61,3042.431509433962,11462.282016,28.563864,11433.718152,146,91.82389937106919,97.94520547945206,78.50878093150685,25.05895,23.635758712603693
WLD,Extreme Fear,10,1,1,6225.16,622.516,48.74022,2.178802,46.561418,1,10.0,100.0,48.74022,48.74022,7.479553617898978
WLD,Fear,90,1,1,102823.29,1142.481,1372.981827,33.488134,1339.493693,34,37.77777777777778,97.05882352941177,40.38181844117647,21.9032925,13.027142907020384
WLD,Neutral,177,1,1,145825.49,823.872824858757,-4049.551922,47.290175,-4096.842097,86,48.58757062146893,52.32558139534884,-47.08781304651163,0.2352885,-28.094142505538642
WLD,Greed,1076,3,1,1312544.72,1219.8371003717473,8147.2458050000005,331.733672,7815.512133,541,50.278810408921935,67.65249537892791,15.059604075785582,2.157918,5.95447302778377
WLD,Extreme Greed,630,4,1,1225422.97,1945.1158253968254,16762.504226,207.057258,16555.446968,278,44.12698412698413,95.68345323741008,60.29677779136691,13.9961525,13.509985836155822
XAI,Extreme Greed,8,1,1,64998.32,8124.79,1074.213807,-0.21026599999999984,1074.4240730000001,6,75.0,100.0,179.03563450000001,19.55442,16.53002836073302
XRP,Extreme Fear,812,5,1,3818933.1,4703.119581280788,-11974.341082000003,463.116069,-12437.457151,397,48.891625615763544,34.76070528967254,-30.162068216624693,-12.60555,-3.2567884341833584
XRP,Fear,268,9,1,1016981.93,3794.708694029851,14977.157366,87.844002,14889.313364,192,71.64179104477611,98.4375,78.00602794791666,8.859552,14.64068625486787
XRP,Neutral,4,2,1,1260.4,315.1,37.59189,0.426514,37.165376,2,50.0,100.0,18.795945,18.795945,29.486969216121864
XRP,Greed,168,4,1,184810.13,1100.0602976190476,768.393924,62.648562,705.745362,77,45.83333333333333,92.20779220779221,9.979141870129869,3.053281,3.8187590799270583
XRP,Extreme Greed,522,5,1,321224.97000000003,615.3735057471265,-51.90063300000001,87.81278,-139.71341300000003,206,39.272030651341,83.49514563106796,-0.2519448203883496,1.2335425,-0.43493945380398047
YGG,Extreme Fear,1,1,1,221.91,221.91,0.0,0.077668,-0.077668,0,0.0,,,,-0.3499977468343022
YGG,Fear,18,2,1,48265.41,2681.411666666667,986.0408600000001,5.763139,980.277721,14,77.77777777777779,100.0,70.43149000000001,21.074849999999998,20.3101500847087
YGG,Neutral,2,1,1,756.1199999999999,378.05999999999995,19.82739,0.264644,19.562746,2,100.0,100.0,9.913695,9.913695,25.872541395545685
YGG,Greed,11,1,1,1877.74,170.70363636363638,7.876652,0.657204,7.219448000000001,2,18.181818181818183,100.0,3.938326,3.938326,3.8447537997805874
YGG,Extreme Greed,5,1,1,2412.4500000000003,482.49000000000007,30.012384,0.844351,29.168033,3,60.0,100.0,10.004128,12.4353,12.090626955999088
ZEN,Greed,30,2,1,38169.05,1272.3016666666667,-1475.390707,1.363601,-1476.754308,15,50.0,53.333333333333336,-98.35938046666666,0.352947,-38.689836608456325
ZEREBRO,Extreme Fear,14,2,1,79089.75,5649.267857142857,1148.250432,16.469101000000002,1131.7813310000001,12,85.71428571428571,100.0,95.68753600000001,2.9083155,14.310088614517054
ZEREBRO,Fear,63,2,1,101645.24,1613.416507936508,800.459267,12.258948,788.200319,59,93.65079365079364,98.30508474576271,13.567106220338982,2.21364,7.754424299652398
ZEREBRO,Neutral,301,2,1,281159.0,934.0830564784053,3420.751088,47.505917,3373.245171,227,75.41528239202658,99.11894273127754,15.069388052863436,5.292848,11.99764251188829
ZEREBRO,Greed,217,2,1,376373.93,1734.4420737327189,6155.199495,63.912468,6091.287027,189,87.09677419354838,90.47619047619048,32.567193095238096,13.20207,16.184136417206158
ZEREBRO,Extreme Greed,174,3,1,481780.53,2768.853620689655,9642.264996,56.023944,9586.241052,153,87.93103448275862,100.0,63.021339843137255,16.316304,19.897526892587376
ZETA,Neutral,9,1,1,353.03,39.22555555555555,-13.88379,0.095013,-13.978803,4,44.44444444444444,25.0,-3.4709475,-0.36661649999999996,-39.596643344758235
ZETA,Greed,79,2,1,156924.47,1986.3856962025316,2163.86907,9.17538,2154.69369,73,92.40506329113924,100.0,29.642042054794523,15.0066,13.73076926753361
ZETA,Extreme Greed,157,2,1,156691.08,998.032356687898,2472.6162209999998,-2.904252,2475.520473,153,97.45222929936305,100.0,16.16089033333333,8.56716,15.798732595371733
ZK,Greed,6,1,1,789.35,131.55833333333334,1.6456,0.276274,1.369326,1,16.666666666666664,100.0,1.6456,1.6456,1.734751377715842
ZK,Extreme Greed,50,1,1,2725.79,54.5158,98.011093,0.954005,97.057088,31,62.0,93.54838709677419,3.1616481612903224,2.303369,35.60695724909109
ZORA,Greed,152,2,1,340924.26,2242.9227631578947,6816.51283,40.48243,6776.0304,98,64.47368421052632,98.9795918367347,69.55625336734694,11.099070000000001,19.875471461021867
ZRO,Extreme Fear,3,1,1,221.81,73.93666666666667,0.0,0.07763300000000001,-0.07763300000000001,0,0.0,,,,-0.34999774581849336
ZRO,Fear,51,3,1,160538.8,3147.819607843137,3430.864626,23.822607,3407.042019,42,82.35294117647058,95.23809523809523,81.687253,13.437899999999999,21.22254569611832
ZRO,Neutral,25,2,1,165862.93,6634.517199999999,36172.38052,58.052023,36114.328497,25,100.0,100.0,1446.8952208,1068.426276,217.73598535248354
ZRO,Greed,1152,3,1,885934.05,769.0399739583333,143815.507053,151.757156,143663.749897,720,62.5,53.19444444444444,199.74375979583334,1.4494639999999999,162.16077246043315
ZRO,Extreme Greed,8,2,1,1267.83,158.47875,359.03149,0.359584,358.67190600000004,7,87.5,100.0,51.29021285714286,39.2104,282.90220770923554
kBONK,Fear,30,2,1,88866.25,2962.2083333333335,742.104985,9.594248,732.510737,21,70.0,100.0,35.33833261904762,10.85602,8.242845140871815
kBONK,Neutral,145,1,1,163411.74,1126.9775172413792,130.04645799999997,49.977816,80.068642,43,29.655172413793103,65.11627906976744,3.024336232558139,0.158093,0.48998096464795005
kBONK,Greed,742,3,1,659324.62,888.5776549865229,-2021.400269,100.689883,-2122.090152,570,76.81940700808624,10.175438596491228,-3.5463162614035086,-12.603712,-3.218581693491137
kBONK,Extreme Greed,730,4,1,2084177.97,2855.038315068493,36700.494102,105.77606,36594.718042,531,72.6027397260274,95.66854990583803,69.11580810169491,18.574271,17.558346057174763
kFLOKI,Neutral,1,1,1,217.86,217.86,4.08395,0.076249,4.007701,1,100.0,100.0,4.08395,4.08395,18.395763334251352
kFLOKI,Greed,3,1,1,1292.0900000000001,430.6966666666667,46.630962,0.452227,46.178734999999996,1,33.33333333333333,100.0,46.630962,46.630962,35.7395653553545
kFLOKI,Extreme Greed,31,1,1,35870.94,1157.1270967741937,1556.721213,12.47073,1544.250483,18,58.06451612903226,100.0,86.48451183333333,58.150499999999994,43.05018165121962
kNEIRO,Neutral,1,1,1,224.73,224.73,-2.840308,0.078656,-2.918964,1,100.0,0.0,-2.840308,-2.840308,-12.98875984514751
kNEIRO,Greed,4,1,1,657.54,164.385,8.159745000000001,0.230136,7.929609,2,50.0,100.0,4.0798725000000005,4.0798725000000005,12.05950816680354
kPEPE,Extreme Fear,12,2,1,5930.3099999999995,494.19249999999994,2.767205,1.669454,1.0977510000000001,1,8.333333333333332,100.0,2.767205,2.767205,0.18510853564147578
